# 출처: 국토교통부 실거래가 공개시스템(rt.molit.go.kr) 아파트 전월세 실거래 2026.03~05 전국, 원본 238,658건 집계
# 시도·시군구·전월세·전용면적대별 보증금/월세 중위값. 면적대 평은 전용면적 ㎡ 환산.
시도,시군구,전월세,전용면적대,거래건수,보증금중위(만원),월세중위(만원),건축년도중위
울산광역시,동구,전세,85~135㎡(26~40평),9,40000,0,2013
울산광역시,북구,월세,40~60㎡(12~18평),139,2000,45,1998
울산광역시,북구,월세,40㎡미만(~12평),78,1728,10,2019
울산광역시,북구,월세,60~85㎡(18~26평),187,3000,75,2019
울산광역시,북구,월세,85~135㎡(26~40평),5,4000,140,2011
울산광역시,북구,전세,40~60㎡(12~18평),76,12000,0,2003
울산광역시,북구,전세,40㎡미만(~12평),1,3000,0,1990
울산광역시,북구,전세,60~85㎡(18~26평),148,27000,0,2017
울산광역시,북구,전세,85~135㎡(26~40평),8,32000,0,2009
울산광역시,울주군,월세,40~60㎡(12~18평),168,1000,45,2007
울산광역시,울주군,월세,40㎡미만(~12평),19,500,45,2000
울산광역시,울주군,월세,60~85㎡(18~26평),64,2000,81,2017
울산광역시,울주군,월세,85~135㎡(26~40평),9,4000,150,2018
울산광역시,울주군,전세,135㎡이상(40평~),1,20000,0,1992
울산광역시,울주군,전세,40~60㎡(12~18평),66,13000,0,2002
울산광역시,울주군,전세,40㎡미만(~12평),1,5500,0,2000
울산광역시,울주군,전세,60~85㎡(18~26평),95,30000,0,2018
울산광역시,울주군,전세,85~135㎡(26~40평),13,45000,0,2024
울산광역시,중구,월세,40~60㎡(12~18평),54,3000,45,1997
울산광역시,중구,월세,40㎡미만(~12평),28,1323,40,2016
울산광역시,중구,월세,60~85㎡(18~26평),72,3000,75,2006
울산광역시,중구,월세,85~135㎡(26~40평),4,11000,137,2010
울산광역시,중구,전세,135㎡이상(40평~),2,44125,0,2002
울산광역시,중구,전세,40~60㎡(12~18평),48,17550,0,1997
울산광역시,중구,전세,40㎡미만(~12평),13,17500,0,2023
울산광역시,중구,전세,60~85㎡(18~26평),121,40000,0,2014
울산광역시,중구,전세,85~135㎡(26~40평),19,48000,0,2014
인천광역시,강화군,월세,40~60㎡(12~18평),15,2000,70,2024
인천광역시,강화군,월세,40㎡미만(~12평),4,500,42,2015
인천광역시,강화군,월세,60~85㎡(18~26평),10,2750,85,2024
인천광역시,강화군,전세,40~60㎡(12~18평),6,18750,0,2024
인천광역시,강화군,전세,60~85㎡(18~26평),9,14000,0,2004
인천광역시,강화군,전세,85~135㎡(26~40평),2,20500,0,2004
인천광역시,계양구,월세,40~60㎡(12~18평),293,2000,60,1991
인천광역시,계양구,월세,40㎡미만(~12평),156,1000,45,1996
인천광역시,계양구,월세,60~85㎡(18~26평),107,3000,100,2005
인천광역시,계양구,월세,85~135㎡(26~40평),7,5000,100,1998
인천광역시,계양구,전세,135㎡이상(40평~),1,36000,0,2009
인천광역시,계양구,전세,40~60㎡(12~18평),405,18000,0,1997
인천광역시,계양구,전세,40㎡미만(~12평),153,13100,0,1997
인천광역시,계양구,전세,60~85㎡(18~26평),200,28000,0,2003
인천광역시,계양구,전세,85~135㎡(26~40평),30,34000,0,1997
인천광역시,남동구,월세,135㎡이상(40평~),8,5000,175,2009
인천광역시,남동구,월세,40~60㎡(12~18평),407,2427,45,2007
인천광역시,남동구,월세,40㎡미만(~12평),406,1839,21,2015
인천광역시,남동구,월세,60~85㎡(18~26평),234,3000,85,2007
인천광역시,남동구,월세,85~135㎡(26~40평),40,5000,160,2007
인천광역시,남동구,전세,135㎡이상(40평~),9,40000,0,2008
인천광역시,남동구,전세,40~60㎡(12~18평),301,18000,0,1998
인천광역시,남동구,전세,40㎡미만(~12평),69,9000,0,1990
인천광역시,남동구,전세,60~85㎡(18~26평),373,28000,0,2007
인천광역시,남동구,전세,85~135㎡(26~40평),74,39187,0,2007
인천광역시,동구,월세,40~60㎡(12~18평),111,8500,65,2023
인천광역시,동구,월세,40㎡미만(~12평),19,500,40,1993
인천광역시,동구,월세,60~85㎡(18~26평),22,4500,80,2009
인천광역시,동구,월세,85~135㎡(26~40평),3,5000,90,2009
인천광역시,동구,전세,40~60㎡(12~18평),56,16900,0,2003
인천광역시,동구,전세,40㎡미만(~12평),2,7250,0,1990
인천광역시,동구,전세,60~85㎡(18~26평),24,25000,0,2009
인천광역시,동구,전세,85~135㎡(26~40평),4,13000,0,1979
인천광역시,미추홀구,월세,135㎡이상(40평~),4,3000,127,1991
인천광역시,미추홀구,월세,40~60㎡(12~18평),388,3000,46,2018
인천광역시,미추홀구,월세,40㎡미만(~12평),124,2278,28,2018
인천광역시,미추홀구,월세,60~85㎡(18~26평),467,6864,57,2018
인천광역시,미추홀구,월세,85~135㎡(26~40평),24,3000,97,1992
인천광역시,미추홀구,전세,135㎡이상(40평~),5,30000,0,1991
인천광역시,미추홀구,전세,40~60㎡(12~18평),228,22000,0,2015
인천광역시,미추홀구,전세,40㎡미만(~12평),29,18375,0,2023
인천광역시,미추홀구,전세,60~85㎡(18~26평),220,30000,0,2020
인천광역시,미추홀구,전세,85~135㎡(26~40평),38,31350,0,2009
인천광역시,부평구,월세,40~60㎡(12~18평),1268,10000,50,2022
인천광역시,부평구,월세,40㎡미만(~12평),196,1000,40,2013
인천광역시,부평구,월세,60~85㎡(18~26평),957,16500,50,2022
인천광역시,부평구,월세,85~135㎡(26~40평),17,5000,130,1998
인천광역시,부평구,전세,135㎡이상(40평~),6,46500,0,1998
인천광역시,부평구,전세,40~60㎡(12~18평),525,22050,0,1998
인천광역시,부평구,전세,40㎡미만(~12평),237,22000,0,2024
인천광역시,부평구,전세,60~85㎡(18~26평),366,30000,0,1998
인천광역시,부평구,전세,85~135㎡(26~40평),48,35000,0,1992
인천광역시,서구,월세,135㎡이상(40평~),11,5000,170,2010
인천광역시,서구,월세,40~60㎡(12~18평),414,3000,50,2010
인천광역시,서구,월세,40㎡미만(~12평),135,2146,16,2023
인천광역시,서구,월세,60~85㎡(18~26평),443,4000,120,2018
인천광역시,서구,월세,85~135㎡(26~40평),119,5000,160,2012
인천광역시,서구,전세,135㎡이상(40평~),25,45000,0,2010
인천광역시,서구,전세,40~60㎡(12~18평),345,21000,0,2007
인천광역시,서구,전세,40㎡미만(~12평),18,9000,0,1997
인천광역시,서구,전세,60~85㎡(18~26평),1083,33600,0,2018
인천광역시,서구,전세,85~135㎡(26~40평),321,39000,0,2012
인천광역시,연수구,월세,135㎡이상(40평~),37,10000,250,2011
인천광역시,연수구,월세,40~60㎡(12~18평),260,2000,70,1994
인천광역시,연수구,월세,40㎡미만(~12평),86,544,44,1993
인천광역시,연수구,월세,60~85㎡(18~26평),477,4000,160,2018
인천광역시,연수구,월세,85~135㎡(26~40평),218,5000,222,2013
인천광역시,연수구,전세,135㎡이상(40평~),57,70000,0,2010
인천광역시,연수구,전세,40~60㎡(12~18평),386,17745,0,1994
인천광역시,연수구,전세,40㎡미만(~12평),63,10000,0,1993
인천광역시,연수구,전세,60~85㎡(18~26평),808,36000,0,2016
인천광역시,연수구,전세,85~135㎡(26~40평),316,52000,0,2013
인천광역시,중구,월세,135㎡이상(40평~),4,3500,150,2009
인천광역시,중구,월세,40~60㎡(12~18평),173,2000,80,2012
인천광역시,중구,월세,40㎡미만(~12평),81,3125,10,2018
인천광역시,중구,월세,60~85㎡(18~26평),379,5000,100,2022
인천광역시,중구,월세,85~135㎡(26~40평),42,3000,120,2012
인천광역시,중구,전세,135㎡이상(40평~),11,32000,0,2012
인천광역시,중구,전세,40~60㎡(12~18평),165,20000,0,2012
인천광역시,중구,전세,60~85㎡(18~26평),379,27000,0,2019
인천광역시,중구,전세,85~135㎡(26~40평),54,30000,0,2012
전라남도,강진군,월세,40~60㎡(12~18평),1,3619,13,2007
전라남도,강진군,월세,40㎡미만(~12평),2,1045,14,2022
전라남도,강진군,월세,60~85㎡(18~26평),1,5000,40,2017
전라남도,강진군,전세,40~60㎡(12~18평),2,12000,0,2012
전라남도,강진군,전세,60~85㎡(18~26평),2,25800,0,2025
전라남도,고흥군,월세,40~60㎡(12~18평),3,2350,26,2020
전라남도,고흥군,월세,40㎡미만(~12평),5,815,17,2020
전라남도,고흥군,월세,60~85㎡(18~26평),1,2000,83,2023
전라남도,고흥군,전세,60~85㎡(18~26평),114,19940,0,2022
전라남도,곡성군,월세,60~85㎡(18~26평),1,3000,50,2020
전라남도,곡성군,전세,40㎡미만(~12평),1,3000,0,2019
전라남도,곡성군,전세,60~85㎡(18~26평),3,15000,0,2020
전라남도,광양시,월세,40~60㎡(12~18평),495,11440,5,2021
전라남도,광양시,월세,40㎡미만(~12평),110,500,40,2018
전라남도,광양시,월세,60~85㎡(18~26평),1310,15600,5,2021
전라남도,광양시,월세,85~135㎡(26~40평),4,2500,90,2009
전라남도,광양시,전세,40~60㎡(12~18평),76,6000,0,2004
전라남도,광양시,전세,40㎡미만(~12평),5,4500,0,1998
전라남도,광양시,전세,60~85㎡(18~26평),277,15300,0,2023
전라남도,광양시,전세,85~135㎡(26~40평),2,25000,0,2023
전라남도,구례군,월세,60~85㎡(18~26평),3,2000,70,2024
전라남도,나주시,월세,40~60㎡(12~18평),105,4509,39,2016
전라남도,나주시,월세,40㎡미만(~12평),37,926,17,2015
전라남도,나주시,월세,60~85㎡(18~26평),218,8288,26,2017
전라남도,나주시,월세,85~135㎡(26~40평),5,3000,140,2022
전라남도,나주시,전세,40~60㎡(12~18평),133,5341,0,2000
전라남도,나주시,전세,40㎡미만(~12평),5,3000,0,1989
전라남도,나주시,전세,60~85㎡(18~26평),221,14562,0,2017
전라남도,나주시,전세,85~135㎡(26~40평),6,35000,0,2020
전라남도,담양군,월세,40~60㎡(12~18평),1,1988,20,2016
전라남도,담양군,월세,60~85㎡(18~26평),3,5000,50,2004
전라남도,담양군,전세,40~60㎡(12~18평),1,12000,0,2019
전라남도,담양군,전세,60~85㎡(18~26평),4,26000,0,2025
전라남도,목포시,월세,40~60㎡(12~18평),206,1000,40,1995
전라남도,목포시,월세,40㎡미만(~12평),77,1134,16,2008
전라남도,목포시,월세,60~85㎡(18~26평),558,19650,6,2021
전라남도,목포시,월세,85~135㎡(26~40평),5,2000,130,2013
전라남도,목포시,전세,40~60㎡(12~18평),189,10000,0,1996
전라남도,목포시,전세,40㎡미만(~12평),3,3300,0,1992
전라남도,목포시,전세,60~85㎡(18~26평),219,21000,0,2020
전라남도,목포시,전세,85~135㎡(26~40평),7,33000,0,2013
전라남도,무안군,월세,40~60㎡(12~18평),77,2560,16,2009
전라남도,무안군,월세,40㎡미만(~12평),14,1482,10,2007
전라남도,무안군,월세,60~85㎡(18~26평),23,2100,100,2020
전라남도,무안군,월세,85~135㎡(26~40평),1,5000,150,2020
전라남도,무안군,전세,40~60㎡(12~18평),54,10437,0,2009
전라남도,무안군,전세,60~85㎡(18~26평),35,25000,0,2014
전라남도,무안군,전세,85~135㎡(26~40평),3,31000,0,2014
전라남도,보성군,월세,40~60㎡(12~18평),1,1483,13,2014
전라남도,보성군,월세,60~85㎡(18~26평),1,500,45,1992
전라남도,보성군,전세,40~60㎡(12~18평),2,7100,0,1995
전라남도,보성군,전세,40㎡미만(~12평),1,4200,0,2013
전라남도,보성군,전세,60~85㎡(18~26평),6,16904,0,2021
전라남도,순천시,월세,135㎡이상(40평~),1,5000,200,2009
전라남도,순천시,월세,40~60㎡(12~18평),175,1000,45,1996
전라남도,순천시,월세,40㎡미만(~12평),128,300,40,1995
전라남도,순천시,월세,60~85㎡(18~26평),108,3000,60,1996
전라남도,순천시,월세,85~135㎡(26~40평),18,3000,70,2022
전라남도,순천시,전세,135㎡이상(40평~),3,35000,0,2006
전라남도,순천시,전세,40~60㎡(12~18평),250,8000,0,1997
전라남도,순천시,전세,40㎡미만(~12평),25,5000,0,1995
전라남도,순천시,전세,60~85㎡(18~26평),464,16817,0,2009
전라남도,순천시,전세,85~135㎡(26~40평),24,40000,0,2022
전라남도,여수시,월세,135㎡이상(40평~),2,1500,125,2015
전라남도,여수시,월세,40~60㎡(12~18평),230,3839,28,2003
전라남도,여수시,월세,40㎡미만(~12평),66,400,35,2010
전라남도,여수시,월세,60~85㎡(18~26평),183,5000,75,2014
전라남도,여수시,월세,85~135㎡(26~40평),6,3000,110,2015
전라남도,여수시,전세,135㎡이상(40평~),1,25000,0,2008
전라남도,여수시,전세,40~60㎡(12~18평),286,8050,0,1999
전라남도,여수시,전세,40㎡미만(~12평),15,5040,0,1996
전라남도,여수시,전세,60~85㎡(18~26평),499,17459,0,2014
전라남도,여수시,전세,85~135㎡(26~40평),11,35000,0,2019
전라남도,영광군,월세,40~60㎡(12~18평),8,1000,45,2003
전라남도,영광군,월세,40㎡미만(~12평),9,500,40,1999
전라남도,영광군,월세,60~85㎡(18~26평),4,400,45,1997
전라남도,영광군,전세,40~60㎡(12~18평),3,8000,0,2004
전라남도,영광군,전세,40㎡미만(~12평),2,5250,0,1998
전라남도,영광군,전세,60~85㎡(18~26평),3,23300,0,2024
전라남도,영암군,월세,40~60㎡(12~18평),8,2058,14,2009
전라남도,영암군,월세,40㎡미만(~12평),8,1346,10,2009
전라남도,영암군,월세,60~85㎡(18~26평),1,10180,16,2019
전라남도,영암군,전세,40~60㎡(12~18평),62,7800,0,2014
전라남도,영암군,전세,60~85㎡(18~26평),58,10300,0,2016
전라남도,완도군,월세,40~60㎡(12~18평),1,1000,50,2005
전라남도,완도군,월세,40㎡미만(~12평),1,500,50,2021
전라남도,완도군,월세,60~85㎡(18~26평),3,2000,70,1996
전라남도,완도군,전세,40~60㎡(12~18평),2,16500,0,2018
전라남도,완도군,전세,40㎡미만(~12평),1,9000,0,2021
전라남도,완도군,전세,60~85㎡(18~26평),2,23500,0,2017
전라남도,장성군,월세,40~60㎡(12~18평),5,500,40,1997
전라남도,장성군,월세,60~85㎡(18~26평),2,4000,60,2013
전라남도,장성군,전세,40~60㎡(12~18평),4,5394,0,2016
전라남도,장성군,전세,60~85㎡(18~26평),73,22150,0,2026
전라남도,장흥군,월세,40~60㎡(12~18평),8,750,50,1998
전라남도,장흥군,월세,40㎡미만(~12평),5,750,11,2012
전라남도,장흥군,월세,60~85㎡(18~26평),3,800,70,2014
전라남도,장흥군,월세,85~135㎡(26~40평),1,2000,60,2018
전라남도,장흥군,전세,40~60㎡(12~18평),9,11680,0,2017
전라남도,장흥군,전세,60~85㎡(18~26평),5,18383,0,2017
전라남도,진도군,월세,40~60㎡(12~18평),1,2419,25,2020
전라남도,진도군,월세,60~85㎡(18~26평),2,4000,80,2018
전라남도,진도군,전세,60~85㎡(18~26평),23,18550,0,2020
전라남도,함평군,월세,60~85㎡(18~26평),3,2000,70,2025
전라남도,함평군,전세,40~60㎡(12~18평),98,19400,0,2026
전라남도,함평군,전세,60~85㎡(18~26평),114,28400,0,2026
전라남도,해남군,월세,40~60㎡(12~18평),6,1404,52,1999
전라남도,해남군,월세,40㎡미만(~12평),1,300,40,2016
전라남도,해남군,월세,60~85㎡(18~26평),2,2000,42,1992
전라남도,해남군,전세,40㎡미만(~12평),2,11800,0,2023
전라남도,해남군,전세,60~85㎡(18~26평),2,18730,0,2019
전라남도,화순군,월세,40~60㎡(12~18평),37,2888,15,1997
전라남도,화순군,월세,40㎡미만(~12평),2,1278,24,1997
전라남도,화순군,월세,60~85㎡(18~26평),8,4000,77,2025
전라남도,화순군,전세,40~60㎡(12~18평),190,4553,0,1997
전라남도,화순군,전세,40㎡미만(~12평),9,3748,0,1997
전라남도,화순군,전세,60~85㎡(18~26평),26,22000,0,2020
전라남도,화순군,전세,85~135㎡(26~40평),1,34000,0,2021
전북특별자치도,고창군,월세,40~60㎡(12~18평),4,1000,45,2000
전북특별자치도,고창군,월세,60~85㎡(18~26평),2,10000,60,2017
전북특별자치도,고창군,전세,40~60㎡(12~18평),1,8000,0,1995
전북특별자치도,고창군,전세,60~85㎡(18~26평),1,28000,0,2017
전북특별자치도,군산시,월세,135㎡이상(40평~),1,2000,100,2008
전북특별자치도,군산시,월세,40~60㎡(12~18평),243,1000,40,2002
전북특별자치도,군산시,월세,40㎡미만(~12평),61,500,30,2011
전북특별자치도,군산시,월세,60~85㎡(18~26평),123,2500,70,2014
전북특별자치도,군산시,월세,85~135㎡(26~40평),14,3000,85,2008
전북특별자치도,군산시,전세,135㎡이상(40평~),5,45000,0,2024
전북특별자치도,군산시,전세,40~60㎡(12~18평),108,8500,0,2007
전북특별자치도,군산시,전세,40㎡미만(~12평),8,3500,0,1998
전북특별자치도,군산시,전세,60~85㎡(18~26평),259,18019,0,2016
전북특별자치도,군산시,전세,85~135㎡(26~40평),34,25000,0,2008
전북특별자치도,김제시,월세,40~60㎡(12~18평),69,2751,35,2004
전북특별자치도,김제시,월세,40㎡미만(~12평),17,1832,13,2025
전북특별자치도,김제시,월세,60~85㎡(18~26평),17,1000,60,2001
전북특별자치도,김제시,전세,40~60㎡(12~18평),125,5603,0,1998
전북특별자치도,김제시,전세,40㎡미만(~12평),7,3359,0,2000
전북특별자치도,김제시,전세,60~85㎡(18~26평),34,19700,0,2024
전북특별자치도,남원시,월세,40~60㎡(12~18평),104,6163,16,2001
전북특별자치도,남원시,월세,40㎡미만(~12평),29,954,22,1995
전북특별자치도,남원시,월세,60~85㎡(18~26평),78,6598,14,1995
전북특별자치도,남원시,전세,40~60㎡(12~18평),85,7336,0,2001
전북특별자치도,남원시,전세,40㎡미만(~12평),6,6000,0,1988
전북특별자치도,남원시,전세,60~85㎡(18~26평),27,8002,0,1995
전북특별자치도,무주군,월세,40~60㎡(12~18평),3,1854,11,2009
전북특별자치도,무주군,월세,60~85㎡(18~26평),2,1500,52,1991
전북특별자치도,무주군,전세,60~85㎡(18~26평),12,16653,0,2016
전북특별자치도,부안군,월세,40~60㎡(12~18평),7,500,40,2000
전북특별자치도,부안군,월세,60~85㎡(18~26평),2,1500,50,1993
전북특별자치도,부안군,전세,40~60㎡(12~18평),3,14000,0,2020
전북특별자치도,부안군,전세,40㎡미만(~12평),1,9450,0,2020
전북특별자치도,부안군,전세,60~85㎡(18~26평),4,16250,0,2018
전북특별자치도,순창군,월세,60~85㎡(18~26평),1,1000,40,1990
전북특별자치도,완주군,월세,40~60㎡(12~18평),51,2000,27,2014
전북특별자치도,완주군,월세,40㎡미만(~12평),46,1387,8,2020
전북특별자치도,완주군,월세,60~85㎡(18~26평),18,3500,72,2016
전북특별자치도,완주군,전세,40~60㎡(12~18평),78,13758,0,2021
전북특별자치도,완주군,전세,60~85㎡(18~26평),142,17735,0,2021
전북특별자치도,익산시,월세,40~60㎡(12~18평),211,1000,40,1998
전북특별자치도,익산시,월세,40㎡미만(~12평),113,500,35,2000
전북특별자치도,익산시,월세,60~85㎡(18~26평),101,3000,60,2014
전북특별자치도,익산시,월세,85~135㎡(26~40평),4,4000,80,2001
전북특별자치도,익산시,전세,135㎡이상(40평~),1,26000,0,2004
전북특별자치도,익산시,전세,40~60㎡(12~18평),108,7700,0,1997
전북특별자치도,익산시,전세,40㎡미만(~12평),43,7369,0,2021
전북특별자치도,익산시,전세,60~85㎡(18~26평),468,24282,0,2022
전북특별자치도,익산시,전세,85~135㎡(26~40평),11,31000,0,2024
전북특별자치도,임실군,월세,40~60㎡(12~18평),4,1461,24,2010
전북특별자치도,임실군,전세,60~85㎡(18~26평),2,17106,0,2021
전북특별자치도,장수군,월세,40㎡미만(~12평),1,1153,17,2025
전북특별자치도,전주시 덕진구,월세,135㎡이상(40평~),96,33882,47,2024
전북특별자치도,전주시 덕진구,월세,40~60㎡(12~18평),422,13284,15,2020
전북특별자치도,전주시 덕진구,월세,40㎡미만(~12평),70,500,23,2019
전북특별자치도,전주시 덕진구,월세,60~85㎡(18~26평),1123,20945,26,2020
전북특별자치도,전주시 덕진구,월세,85~135㎡(26~40평),134,25258,35,2024
전북특별자치도,전주시 덕진구,전세,135㎡이상(40평~),4,39500,0,2008
전북특별자치도,전주시 덕진구,전세,40~60㎡(12~18평),188,16266,0,2014
전북특별자치도,전주시 덕진구,전세,40㎡미만(~12평),4,5125,0,1989
전북특별자치도,전주시 덕진구,전세,60~85㎡(18~26평),153,30000,0,2014
전북특별자치도,전주시 덕진구,전세,85~135㎡(26~40평),29,50000,0,2019
전북특별자치도,전주시 완산구,월세,135㎡이상(40평~),1,25000,50,2009
전북특별자치도,전주시 완산구,월세,40~60㎡(12~18평),211,2899,40,1999
전북특별자치도,전주시 완산구,월세,40㎡미만(~12평),54,1658,11,2007
전북특별자치도,전주시 완산구,월세,60~85㎡(18~26평),120,10000,50,2014
전북특별자치도,전주시 완산구,월세,85~135㎡(26~40평),13,26250,80,2007
전북특별자치도,전주시 완산구,전세,135㎡이상(40평~),5,31000,0,1999
전북특별자치도,전주시 완산구,전세,40~60㎡(12~18평),126,13500,0,1998
전북특별자치도,전주시 완산구,전세,40㎡미만(~12평),13,5000,0,1998
전북특별자치도,전주시 완산구,전세,60~85㎡(18~26평),153,35000,0,2017
전북특별자치도,전주시 완산구,전세,85~135㎡(26~40평),31,35000,0,2005
전북특별자치도,정읍시,월세,40~60㎡(12~18평),69,1000,45,2000
전북특별자치도,정읍시,월세,40㎡미만(~12평),14,1145,20,2002
전북특별자치도,정읍시,월세,60~85㎡(18~26평),10,2500,72,2004
전북특별자치도,정읍시,전세,40~60㎡(12~18평),6,7000,0,1998
전북특별자치도,정읍시,전세,40㎡미만(~12평),3,5000,0,1988
전북특별자치도,정읍시,전세,60~85㎡(18~26평),7,25000,0,2017
전북특별자치도,정읍시,전세,85~135㎡(26~40평),2,30000,0,2009
전북특별자치도,진안군,월세,40㎡미만(~12평),1,250,20,1994
전북특별자치도,진안군,월세,60~85㎡(18~26평),1,2000,40,1991
제주특별자치도,서귀포시,월세,40~60㎡(12~18평),56,1000,41,2009
제주특별자치도,서귀포시,월세,40㎡미만(~12평),114,200,40,2015
제주특별자치도,서귀포시,월세,60~85㎡(18~26평),89,1000,100,2016
제주특별자치도,서귀포시,월세,85~135㎡(26~40평),4,4000,175,2017
제주특별자치도,서귀포시,전세,40~60㎡(12~18평),21,13000,0,2002
제주특별자치도,서귀포시,전세,40㎡미만(~12평),18,8500,0,2015
제주특별자치도,서귀포시,전세,60~85㎡(18~26평),67,23961,0,2016
제주특별자치도,서귀포시,전세,85~135㎡(26~40평),7,43500,0,2017
제주특별자치도,제주시,월세,135㎡이상(40평~),4,4000,308,2020
제주특별자치도,제주시,월세,40~60㎡(12~18평),133,1000,65,2000
제주특별자치도,제주시,월세,40㎡미만(~12평),203,200,45,2013
제주특별자치도,제주시,월세,60~85㎡(18~26평),173,1000,100,2013
제주특별자치도,제주시,월세,85~135㎡(26~40평),16,2000,162,2014
제주특별자치도,제주시,전세,135㎡이상(40평~),1,53000,0,2018
제주특별자치도,제주시,전세,40~60㎡(12~18평),49,18000,0,2000
제주특별자치도,제주시,전세,40㎡미만(~12평),27,11200,0,2018
제주특별자치도,제주시,전세,60~85㎡(18~26평),89,30000,0,2013
제주특별자치도,제주시,전세,85~135㎡(26~40평),8,36000,0,2003
충청남도,계룡시,월세,135㎡이상(40평~),1,5000,110,2008
충청남도,계룡시,월세,40~60㎡(12~18평),60,1000,47,1997
충청남도,계룡시,월세,40㎡미만(~12평),57,500,33,2015
충청남도,계룡시,월세,60~85㎡(18~26평),22,2000,80,2007
충청남도,계룡시,월세,85~135㎡(26~40평),4,2500,100,2007
충청남도,계룡시,전세,135㎡이상(40평~),1,28000,0,2008
충청남도,계룡시,전세,40~60㎡(12~18평),50,17925,0,2021
충청남도,계룡시,전세,40㎡미만(~12평),1,5900,0,1997
충청남도,계룡시,전세,60~85㎡(18~26평),32,16290,0,2007
충청남도,계룡시,전세,85~135㎡(26~40평),6,24000,0,2007
충청남도,공주시,월세,135㎡이상(40평~),1,7000,120,2009
충청남도,공주시,월세,40~60㎡(12~18평),60,975,42,1996
충청남도,공주시,월세,40㎡미만(~12평),60,500,40,2000
충청남도,공주시,월세,60~85㎡(18~26평),13,2000,70,2002
충청남도,공주시,월세,85~135㎡(26~40평),1,3000,120,2006
충청남도,공주시,전세,40~60㎡(12~18평),17,8000,0,1990
충청남도,공주시,전세,40㎡미만(~12평),11,6700,0,1990
충청남도,공주시,전세,60~85㎡(18~26평),13,21000,0,2010
충청남도,공주시,전세,85~135㎡(26~40평),3,18500,0,1999
충청남도,금산군,월세,40~60㎡(12~18평),11,1000,45,2000
충청남도,금산군,월세,40㎡미만(~12평),2,350,32,2000
충청남도,금산군,월세,60~85㎡(18~26평),4,2250,67,2021
충청남도,금산군,전세,40~60㎡(12~18평),7,7500,0,2000
충청남도,금산군,전세,60~85㎡(18~26평),5,19000,0,2022
충청남도,논산시,월세,40~60㎡(12~18평),52,1000,45,1999
충청남도,논산시,월세,40㎡미만(~12평),35,500,35,2001
충청남도,논산시,월세,60~85㎡(18~26평),8,7000,60,2010
충청남도,논산시,전세,135㎡이상(40평~),1,55000,0,2025
충청남도,논산시,전세,40~60㎡(12~18평),11,13350,0,2002
충청남도,논산시,전세,40㎡미만(~12평),1,4496,0,1996
충청남도,논산시,전세,60~85㎡(18~26평),18,22914,0,2025
충청남도,논산시,전세,85~135㎡(26~40평),3,18000,0,1993
충청남도,당진시,월세,40~60㎡(12~18평),172,1000,40,2016
충청남도,당진시,월세,40㎡미만(~12평),52,913,17,2016
충청남도,당진시,월세,60~85㎡(18~26평),137,2000,65,2021
충청남도,당진시,월세,85~135㎡(26~40평),12,2000,87,2010
충청남도,당진시,전세,40~60㎡(12~18평),57,11000,0,2005
충청남도,당진시,전세,40㎡미만(~12평),4,4000,0,1999
충청남도,당진시,전세,60~85㎡(18~26평),204,18700,0,2021
충청남도,당진시,전세,85~135㎡(26~40평),9,19500,0,2012
충청남도,보령시,월세,40~60㎡(12~18평),71,1000,40,1998
충청남도,보령시,월세,40㎡미만(~12평),64,618,31,2009
충청남도,보령시,월세,60~85㎡(18~26평),9,2000,90,2015
충청남도,보령시,월세,85~135㎡(26~40평),1,2000,70,1996
충청남도,보령시,전세,40~60㎡(12~18평),5,5500,0,1991
충청남도,보령시,전세,40㎡미만(~12평),4,5700,0,1990
충청남도,보령시,전세,60~85㎡(18~26평),19,19000,0,2017
충청남도,부여군,월세,40~60㎡(12~18평),5,500,50,1991
충청남도,부여군,월세,40㎡미만(~12평),4,400,37,1991
충청남도,부여군,월세,60~85㎡(18~26평),1,2000,70,2018
충청남도,부여군,전세,40~60㎡(12~18평),1,5000,0,1993
충청남도,서산시,월세,40~60㎡(12~18평),131,1546,35,2006
충청남도,서산시,월세,40㎡미만(~12평),57,500,37,2015
충청남도,서산시,월세,60~85㎡(18~26평),156,2000,50,2018
충청남도,서산시,전세,40~60㎡(12~18평),45,13500,0,2016
충청남도,서산시,전세,40㎡미만(~12평),5,5000,0,1998
충청남도,서산시,전세,60~85㎡(18~26평),149,16900,0,2018
충청남도,서산시,전세,85~135㎡(26~40평),7,23000,0,2013
충청남도,서천군,월세,40~60㎡(12~18평),7,2724,19,2010
충청남도,서천군,월세,40㎡미만(~12평),2,1634,14,2010
충청남도,서천군,월세,60~85㎡(18~26평),2,2000,52,2001
충청남도,서천군,월세,85~135㎡(26~40평),1,2000,40,1996
충청남도,서천군,전세,60~85㎡(18~26평),3,18000,0,2024
충청남도,아산시,월세,135㎡이상(40평~),14,0,162,2009
충청남도,아산시,월세,40~60㎡(12~18평),462,1000,50,2008
충청남도,아산시,월세,40㎡미만(~12평),774,300,40,2018
충청남도,아산시,월세,60~85㎡(18~26평),407,2000,85,2023
충청남도,아산시,월세,85~135㎡(26~40평),29,3000,120,2010
충청남도,아산시,전세,135㎡이상(40평~),4,49000,0,2009
충청남도,아산시,전세,40~60㎡(12~18평),251,15985,0,2016
충청남도,아산시,전세,40㎡미만(~12평),78,6700,0,2012
