# 출처: 국토교통부 실거래가 공개시스템(rt.molit.go.kr) 아파트 전월세 실거래 2026.03~05 전국, 원본 238,658건 집계
# 시도·시군구·전월세·전용면적대별 보증금/월세 중위값. 면적대 평은 전용면적 ㎡ 환산.
시도,시군구,전월세,전용면적대,거래건수,보증금중위(만원),월세중위(만원),건축년도중위
경상북도,안동시,월세,40㎡미만(~12평),24,500,40,1990
경상북도,안동시,월세,60~85㎡(18~26평),23,2000,84,2015
경상북도,안동시,전세,135㎡이상(40평~),1,41000,0,2009
경상북도,안동시,전세,40~60㎡(12~18평),31,7993,0,2015
경상북도,안동시,전세,40㎡미만(~12평),9,4500,0,1990
경상북도,안동시,전세,60~85㎡(18~26평),22,24780,0,2021
경상북도,영덕군,월세,60~85㎡(18~26평),1,12000,10,1997
경상북도,영덕군,전세,60~85㎡(18~26평),1,15000,0,2015
경상북도,영주시,월세,40~60㎡(12~18평),31,1000,50,1998
경상북도,영주시,월세,40㎡미만(~12평),1,200,30,1995
경상북도,영주시,월세,60~85㎡(18~26평),22,1000,60,1993
경상북도,영주시,전세,40~60㎡(12~18평),6,12322,0,2016
경상북도,영주시,전세,60~85㎡(18~26평),16,17145,0,2016
경상북도,영천시,월세,40~60㎡(12~18평),48,1000,40,1997
경상북도,영천시,월세,40㎡미만(~12평),5,100,25,2018
경상북도,영천시,월세,60~85㎡(18~26평),20,2000,62,2015
경상북도,영천시,월세,85~135㎡(26~40평),2,2500,100,2007
경상북도,영천시,전세,40~60㎡(12~18평),2,5000,0,1995
경상북도,영천시,전세,60~85㎡(18~26평),6,20200,0,2019
경상북도,영천시,전세,85~135㎡(26~40평),1,14000,0,1993
경상북도,예천군,월세,60~85㎡(18~26평),18,2000,95,2017
경상북도,예천군,전세,60~85㎡(18~26평),32,23000,0,2017
경상북도,울진군,월세,40~60㎡(12~18평),3,500,50,1995
경상북도,울진군,월세,60~85㎡(18~26평),3,2000,85,2008
경상북도,울진군,전세,40~60㎡(12~18평),2,4100,0,1991
경상북도,울진군,전세,60~85㎡(18~26평),1,27000,0,2023
경상북도,의성군,월세,40~60㎡(12~18평),1,500,35,1991
경상북도,의성군,월세,60~85㎡(18~26평),1,1000,70,2015
경상북도,청도군,월세,40~60㎡(12~18평),1,2313,17,2010
경상북도,청도군,전세,60~85㎡(18~26평),1,28000,0,2018
경상북도,청송군,월세,60~85㎡(18~26평),1,500,30,1994
경상북도,칠곡군,월세,40~60㎡(12~18평),47,2000,20,2007
경상북도,칠곡군,월세,40㎡미만(~12평),4,1211,9,2009
경상북도,칠곡군,월세,60~85㎡(18~26평),15,1000,50,2007
경상북도,칠곡군,전세,40~60㎡(12~18평),20,7000,0,2005
경상북도,칠곡군,전세,40㎡미만(~12평),1,5000,0,2002
경상북도,칠곡군,전세,60~85㎡(18~26평),18,13000,0,2015
경상북도,칠곡군,전세,85~135㎡(26~40평),2,17650,0,2008
경상북도,포항시 남구,월세,135㎡이상(40평~),2,5000,135,2009
경상북도,포항시 남구,월세,40~60㎡(12~18평),176,8220,6,2014
경상북도,포항시 남구,월세,40㎡미만(~12평),3,300,30,2000
경상북도,포항시 남구,월세,60~85㎡(18~26평),172,3500,40,2014
경상북도,포항시 남구,월세,85~135㎡(26~40평),6,4000,80,2007
경상북도,포항시 남구,전세,135㎡이상(40평~),4,53500,0,1998
경상북도,포항시 남구,전세,40~60㎡(12~18평),134,9631,0,2008
경상북도,포항시 남구,전세,40㎡미만(~12평),2,3250,0,1996
경상북도,포항시 남구,전세,60~85㎡(18~26평),229,15031,0,2014
경상북도,포항시 남구,전세,85~135㎡(26~40평),12,35500,0,2011
경상북도,포항시 북구,월세,135㎡이상(40평~),2,2500,115,2003
경상북도,포항시 북구,월세,40~60㎡(12~18평),148,1000,45,2003
경상북도,포항시 북구,월세,40㎡미만(~12평),51,500,35,1994
경상북도,포항시 북구,월세,60~85㎡(18~26평),232,2000,75,2015
경상북도,포항시 북구,월세,85~135㎡(26~40평),21,2500,80,2008
경상북도,포항시 북구,전세,135㎡이상(40평~),3,26000,0,2008
경상북도,포항시 북구,전세,40~60㎡(12~18평),179,10500,0,2004
경상북도,포항시 북구,전세,40㎡미만(~12평),9,5500,0,1992
경상북도,포항시 북구,전세,60~85㎡(18~26평),784,21320,0,2021
경상북도,포항시 북구,전세,85~135㎡(26~40평),30,25000,0,2013
광주광역시,광산구,월세,135㎡이상(40평~),1,15000,170,2008
광주광역시,광산구,월세,40~60㎡(12~18평),423,2000,45,2001
광주광역시,광산구,월세,40㎡미만(~12평),196,500,35,2013
광주광역시,광산구,월세,60~85㎡(18~26평),225,3000,80,2007
광주광역시,광산구,월세,85~135㎡(26~40평),19,5000,130,2007
광주광역시,광산구,전세,135㎡이상(40평~),1,58000,0,2011
광주광역시,광산구,전세,40~60㎡(12~18평),201,14000,0,2000
광주광역시,광산구,전세,40㎡미만(~12평),37,6500,0,2001
광주광역시,광산구,전세,60~85㎡(18~26평),650,22590,0,2020
광주광역시,광산구,전세,85~135㎡(26~40평),22,40000,0,2008
광주광역시,남구,월세,135㎡이상(40평~),4,25000,250,2017
광주광역시,남구,월세,40~60㎡(12~18평),136,3140,27,2007
광주광역시,남구,월세,40㎡미만(~12평),50,1780,15,2017
광주광역시,남구,월세,60~85㎡(18~26평),121,4000,80,2014
광주광역시,남구,월세,85~135㎡(26~40평),9,10000,170,2009
광주광역시,남구,전세,135㎡이상(40평~),5,100000,0,2005
광주광역시,남구,전세,40~60㎡(12~18평),73,10000,0,1988
광주광역시,남구,전세,40㎡미만(~12평),12,8250,0,1993
광주광역시,남구,전세,60~85㎡(18~26평),179,27000,0,2017
광주광역시,남구,전세,85~135㎡(26~40평),15,37000,0,1998
광주광역시,동구,월세,135㎡이상(40평~),2,6500,60,1996
광주광역시,동구,월세,40~60㎡(12~18평),43,10646,20,2019
광주광역시,동구,월세,40㎡미만(~12평),65,1000,35,2014
광주광역시,동구,월세,60~85㎡(18~26평),108,6125,60,2019
광주광역시,동구,월세,85~135㎡(26~40평),12,6500,120,2020
광주광역시,동구,전세,135㎡이상(40평~),5,30000,0,1998
광주광역시,동구,전세,40~60㎡(12~18평),38,20000,0,2017
광주광역시,동구,전세,40㎡미만(~12평),82,16350,0,2019
광주광역시,동구,전세,60~85㎡(18~26평),133,30000,0,2019
광주광역시,동구,전세,85~135㎡(26~40평),10,45000,0,2019
광주광역시,북구,월세,135㎡이상(40평~),4,3000,90,1995
광주광역시,북구,월세,40~60㎡(12~18평),378,1000,49,1997
광주광역시,북구,월세,40㎡미만(~12평),93,1460,20,2011
광주광역시,북구,월세,60~85㎡(18~26평),249,3000,90,2020
광주광역시,북구,월세,85~135㎡(26~40평),18,5000,120,2007
광주광역시,북구,전세,135㎡이상(40평~),2,41000,0,2002
광주광역시,북구,전세,40~60㎡(12~18평),262,12325,0,1998
광주광역시,북구,전세,40㎡미만(~12평),40,19500,0,2022
광주광역시,북구,전세,60~85㎡(18~26평),437,27000,0,2020
광주광역시,북구,전세,85~135㎡(26~40평),28,39750,0,2018
광주광역시,서구,월세,135㎡이상(40평~),4,12500,145,2011
광주광역시,서구,월세,40~60㎡(12~18평),248,2000,50,1998
광주광역시,서구,월세,40㎡미만(~12평),77,300,40,2013
광주광역시,서구,월세,60~85㎡(18~26평),141,4000,85,2010
광주광역시,서구,월세,85~135㎡(26~40평),19,5000,160,2011
광주광역시,서구,전세,135㎡이상(40평~),14,60000,0,2025
광주광역시,서구,전세,40~60㎡(12~18평),225,15000,0,1998
광주광역시,서구,전세,40㎡미만(~12평),8,8250,0,2000
광주광역시,서구,전세,60~85㎡(18~26평),167,30000,0,2016
광주광역시,서구,전세,85~135㎡(26~40평),21,40000,0,2011
대구광역시,군위군,월세,40~60㎡(12~18평),1,500,38,1989
대구광역시,군위군,월세,60~85㎡(18~26평),1,500,40,1989
대구광역시,남구,월세,135㎡이상(40평~),3,3000,100,1988
대구광역시,남구,월세,40~60㎡(12~18평),36,1897,65,2012
대구광역시,남구,월세,40㎡미만(~12평),3,17600,8,2022
대구광역시,남구,월세,60~85㎡(18~26평),72,2000,90,2019
대구광역시,남구,월세,85~135㎡(26~40평),10,3000,105,2008
대구광역시,남구,전세,135㎡이상(40평~),2,33000,0,2005
대구광역시,남구,전세,40~60㎡(12~18평),23,15000,0,1999
대구광역시,남구,전세,40㎡미만(~12평),3,18900,0,2025
대구광역시,남구,전세,60~85㎡(18~26평),132,27500,0,2025
대구광역시,남구,전세,85~135㎡(26~40평),12,33000,0,2008
대구광역시,달서구,월세,135㎡이상(40평~),12,4750,135,2008
대구광역시,달서구,월세,40~60㎡(12~18평),294,1000,50,1996
대구광역시,달서구,월세,40㎡미만(~12평),47,500,38,1996
대구광역시,달서구,월세,60~85㎡(18~26평),298,2000,90,2010
대구광역시,달서구,월세,85~135㎡(26~40평),53,3000,108,2007
대구광역시,달서구,전세,135㎡이상(40평~),10,41500,0,2008
대구광역시,달서구,전세,40~60㎡(12~18평),207,12500,0,1997
대구광역시,달서구,전세,40㎡미만(~12평),12,9000,0,1995
대구광역시,달서구,전세,60~85㎡(18~26평),405,26500,0,2016
대구광역시,달서구,전세,85~135㎡(26~40평),89,33000,0,2010
대구광역시,달성군,월세,135㎡이상(40평~),1,20000,200,2024
대구광역시,달성군,월세,40~60㎡(12~18평),158,1000,50,2010
대구광역시,달성군,월세,40㎡미만(~12평),43,511,25,2016
대구광역시,달성군,월세,60~85㎡(18~26평),295,2000,60,2019
대구광역시,달성군,월세,85~135㎡(26~40평),21,2300,115,2017
대구광역시,달성군,전세,40~60㎡(12~18평),75,12500,0,2015
대구광역시,달성군,전세,40㎡미만(~12평),5,6000,0,1999
대구광역시,달성군,전세,60~85㎡(18~26평),219,19000,0,2016
대구광역시,달성군,전세,85~135㎡(26~40평),22,26625,0,2018
대구광역시,동구,월세,135㎡이상(40평~),2,3000,123,2010
대구광역시,동구,월세,40~60㎡(12~18평),473,4072,26,2020
대구광역시,동구,월세,40㎡미만(~12평),107,1484,20,2016
대구광역시,동구,월세,60~85㎡(18~26평),274,2000,97,2018
대구광역시,동구,월세,85~135㎡(26~40평),25,3000,115,2013
대구광역시,동구,전세,135㎡이상(40평~),2,25500,0,2002
대구광역시,동구,전세,40~60㎡(12~18평),259,17892,0,2018
대구광역시,동구,전세,40㎡미만(~12평),54,16800,0,2024
대구광역시,동구,전세,60~85㎡(18~26평),374,26375,0,2020
대구광역시,동구,전세,85~135㎡(26~40평),42,32500,0,2015
대구광역시,북구,월세,40~60㎡(12~18평),266,1000,50,2000
대구광역시,북구,월세,40㎡미만(~12평),50,500,40,2000
대구광역시,북구,월세,60~85㎡(18~26평),243,2000,85,2013
대구광역시,북구,월세,85~135㎡(26~40평),41,3152,80,2011
대구광역시,북구,전세,40~60㎡(12~18평),176,12500,0,2000
대구광역시,북구,전세,40㎡미만(~12평),8,9250,0,1998
대구광역시,북구,전세,60~85㎡(18~26평),354,27000,0,2020
대구광역시,북구,전세,85~135㎡(26~40평),59,25000,0,2011
대구광역시,서구,월세,135㎡이상(40평~),1,1000,100,1980
대구광역시,서구,월세,40~60㎡(12~18평),57,500,43,1982
대구광역시,서구,월세,40㎡미만(~12평),1,300,45,2011
대구광역시,서구,월세,60~85㎡(18~26평),163,2000,84,2025
대구광역시,서구,월세,85~135㎡(26~40평),31,2500,90,2025
대구광역시,서구,전세,40~60㎡(12~18평),35,15000,0,2011
대구광역시,서구,전세,40㎡미만(~12평),15,17300,0,2023
대구광역시,서구,전세,60~85㎡(18~26평),70,25000,0,2023
대구광역시,서구,전세,85~135㎡(26~40평),13,24150,0,2011
대구광역시,수성구,월세,135㎡이상(40평~),24,10000,200,2008
대구광역시,수성구,월세,40~60㎡(12~18평),189,1000,54,1995
대구광역시,수성구,월세,40㎡미만(~12평),31,500,40,2000
대구광역시,수성구,월세,60~85㎡(18~26평),318,3000,110,2008
대구광역시,수성구,월세,85~135㎡(26~40평),83,3000,140,2006
대구광역시,수성구,전세,135㎡이상(40평~),28,62500,0,2008
대구광역시,수성구,전세,40~60㎡(12~18평),149,13500,0,1996
대구광역시,수성구,전세,40㎡미만(~12평),10,9000,0,1995
대구광역시,수성구,전세,60~85㎡(18~26평),533,32550,0,2019
대구광역시,수성구,전세,85~135㎡(26~40평),101,40000,0,2007
대구광역시,중구,월세,135㎡이상(40평~),1,8000,230,2007
대구광역시,중구,월세,40~60㎡(12~18평),44,2000,82,2018
대구광역시,중구,월세,40㎡미만(~12평),43,500,35,2014
대구광역시,중구,월세,60~85㎡(18~26평),149,3000,120,2023
대구광역시,중구,월세,85~135㎡(26~40평),19,3000,112,2014
대구광역시,중구,전세,135㎡이상(40평~),1,43000,0,2007
대구광역시,중구,전세,40~60㎡(12~18평),65,27000,0,2020
대구광역시,중구,전세,40㎡미만(~12평),12,14050,0,2017
대구광역시,중구,전세,60~85㎡(18~26평),300,25500,0,2024
대구광역시,중구,전세,85~135㎡(26~40평),23,42000,0,2022
대전광역시,대덕구,월세,135㎡이상(40평~),5,3000,150,2012
대전광역시,대덕구,월세,40~60㎡(12~18평),68,2000,44,1994
대전광역시,대덕구,월세,40㎡미만(~12평),23,1297,20,1998
대전광역시,대덕구,월세,60~85㎡(18~26평),72,2000,65,1997
대전광역시,대덕구,월세,85~135㎡(26~40평),7,3000,120,2012
대전광역시,대덕구,전세,135㎡이상(40평~),2,30000,0,2012
대전광역시,대덕구,전세,40~60㎡(12~18평),62,11500,0,1994
대전광역시,대덕구,전세,40㎡미만(~12평),14,5500,0,1987
대전광역시,대덕구,전세,60~85㎡(18~26평),129,24000,0,2020
대전광역시,대덕구,전세,85~135㎡(26~40평),13,28000,0,2011
대전광역시,동구,월세,40~60㎡(12~18평),153,2390,45,2007
대전광역시,동구,월세,40㎡미만(~12평),40,500,35,1992
대전광역시,동구,월세,60~85㎡(18~26평),107,5000,80,2010
대전광역시,동구,월세,85~135㎡(26~40평),2,4400,90,2009
대전광역시,동구,전세,40~60㎡(12~18평),105,21000,0,2020
대전광역시,동구,전세,40㎡미만(~12평),18,7437,0,1992
대전광역시,동구,전세,60~85㎡(18~26평),123,27500,0,2010
대전광역시,동구,전세,85~135㎡(26~40평),10,30000,0,2010
대전광역시,서구,월세,135㎡이상(40평~),3,30000,80,1991
대전광역시,서구,월세,40~60㎡(12~18평),327,2000,55,1997
대전광역시,서구,월세,40㎡미만(~12평),252,500,40,2012
대전광역시,서구,월세,60~85㎡(18~26평),278,4250,85,1995
대전광역시,서구,월세,85~135㎡(26~40평),57,15000,100,1993
대전광역시,서구,전세,135㎡이상(40평~),10,50000,0,1992
대전광역시,서구,전세,40~60㎡(12~18평),379,16800,0,1996
대전광역시,서구,전세,40㎡미만(~12평),39,14950,0,2003
대전광역시,서구,전세,60~85㎡(18~26평),485,30000,0,1995
대전광역시,서구,전세,85~135㎡(26~40평),95,44500,0,1994
대전광역시,유성구,월세,135㎡이상(40평~),14,10000,150,2008
대전광역시,유성구,월세,40~60㎡(12~18평),392,3468,30,2009
대전광역시,유성구,월세,40㎡미만(~12평),498,1690,25,2014
대전광역시,유성구,월세,60~85㎡(18~26평),234,5000,100,2011
대전광역시,유성구,월세,85~135㎡(26~40평),65,10000,130,2011
대전광역시,유성구,전세,135㎡이상(40평~),14,58000,0,2008
대전광역시,유성구,전세,40~60㎡(12~18평),227,15648,0,2005
대전광역시,유성구,전세,40㎡미만(~12평),18,10200,0,2014
대전광역시,유성구,전세,60~85㎡(18~26평),438,30000,0,2014
대전광역시,유성구,전세,85~135㎡(26~40평),135,46000,0,2011
대전광역시,중구,월세,135㎡이상(40평~),5,3000,120,2000
대전광역시,중구,월세,40~60㎡(12~18평),74,1000,50,1998
대전광역시,중구,월세,40㎡미만(~12평),136,1000,37,2016
대전광역시,중구,월세,60~85㎡(18~26평),136,5000,60,2005
대전광역시,중구,월세,85~135㎡(26~40평),14,3500,87,1992
대전광역시,중구,전세,135㎡이상(40평~),5,30000,0,2001
대전광역시,중구,전세,40~60㎡(12~18평),97,16000,0,1998
대전광역시,중구,전세,40㎡미만(~12평),36,12000,0,2022
대전광역시,중구,전세,60~85㎡(18~26평),172,28000,0,2007
대전광역시,중구,전세,85~135㎡(26~40평),28,28500,0,1996
부산광역시,강서구,월세,135㎡이상(40평~),10,5500,150,2019
부산광역시,강서구,월세,40~60㎡(12~18평),75,2000,60,2016
부산광역시,강서구,월세,40㎡미만(~12평),46,2468,13,2021
부산광역시,강서구,월세,60~85㎡(18~26평),106,3000,100,2016
부산광역시,강서구,월세,85~135㎡(26~40평),39,3000,130,2019
부산광역시,강서구,전세,135㎡이상(40평~),53,28783,0,2014
부산광역시,강서구,전세,40~60㎡(12~18평),313,12602,0,2016
부산광역시,강서구,전세,60~85㎡(18~26평),675,15230,0,2014
부산광역시,강서구,전세,85~135㎡(26~40평),29,34000,0,2019
부산광역시,금정구,월세,135㎡이상(40평~),3,10000,100,2003
부산광역시,금정구,월세,40~60㎡(12~18평),81,2000,50,2004
부산광역시,금정구,월세,40㎡미만(~12평),50,500,40,2014
부산광역시,금정구,월세,60~85㎡(18~26평),52,9000,50,2006
부산광역시,금정구,월세,85~135㎡(26~40평),11,5000,110,2006
부산광역시,금정구,전세,135㎡이상(40평~),7,45000,0,2006
부산광역시,금정구,전세,40~60㎡(12~18평),75,19000,0,2017
부산광역시,금정구,전세,40㎡미만(~12평),1,25000,0,2017
부산광역시,금정구,전세,60~85㎡(18~26평),101,24000,0,2006
부산광역시,금정구,전세,85~135㎡(26~40평),24,35500,0,2006
부산광역시,기장군,월세,135㎡이상(40평~),5,5000,160,2009
부산광역시,기장군,월세,40~60㎡(12~18평),300,2624,31,2013
부산광역시,기장군,월세,40㎡미만(~12평),79,2233,14,2023
부산광역시,기장군,월세,60~85㎡(18~26평),159,3000,90,2014
부산광역시,기장군,월세,85~135㎡(26~40평),28,5000,120,2013
부산광역시,기장군,전세,135㎡이상(40평~),1,34000,0,2008
부산광역시,기장군,전세,40~60㎡(12~18평),102,18000,0,2013
부산광역시,기장군,전세,40㎡미만(~12평),2,4500,0,1990
부산광역시,기장군,전세,60~85㎡(18~26평),165,25000,0,2016
부산광역시,기장군,전세,85~135㎡(26~40평),44,35000,0,2014
부산광역시,남구,월세,135㎡이상(40평~),7,5000,190,2008
부산광역시,남구,월세,40~60㎡(12~18평),131,3000,70,2016
부산광역시,남구,월세,40㎡미만(~12평),82,550,43,2016
부산광역시,남구,월세,60~85㎡(18~26평),150,3000,100,2013
부산광역시,남구,월세,85~135㎡(26~40평),43,10000,160,2008
부산광역시,남구,전세,135㎡이상(40평~),16,57500,0,2008
부산광역시,남구,전세,40~60㎡(12~18평),149,29000,0,2019
부산광역시,남구,전세,40㎡미만(~12평),30,16537,0,2023
부산광역시,남구,전세,60~85㎡(18~26평),219,34000,0,2015
부산광역시,남구,전세,85~135㎡(26~40평),54,47000,0,2013
부산광역시,동구,월세,40~60㎡(12~18평),36,2750,72,2019
부산광역시,동구,월세,40㎡미만(~12평),29,500,37,2014
부산광역시,동구,월세,60~85㎡(18~26평),58,3000,125,2019
부산광역시,동구,월세,85~135㎡(26~40평),4,3000,125,2008
부산광역시,동구,전세,135㎡이상(40평~),1,45000,0,2010
부산광역시,동구,전세,40~60㎡(12~18평),36,19800,0,2021
부산광역시,동구,전세,40㎡미만(~12평),4,14675,0,2023
부산광역시,동구,전세,60~85㎡(18~26평),112,33000,0,2020
부산광역시,동구,전세,85~135㎡(26~40평),2,35800,0,2012
부산광역시,동래구,월세,135㎡이상(40평~),4,4000,91,1991
부산광역시,동래구,월세,40~60㎡(12~18평),98,3000,65,2015
부산광역시,동래구,월세,40㎡미만(~12평),106,2237,25,2019
부산광역시,동래구,월세,60~85㎡(18~26평),148,5000,89,2015
부산광역시,동래구,월세,85~135㎡(26~40평),18,11500,130,2013
부산광역시,동래구,전세,135㎡이상(40평~),6,30250,0,1999
부산광역시,동래구,전세,40~60㎡(12~18평),158,25000,0,2017
부산광역시,동래구,전세,40㎡미만(~12평),21,17850,0,2022
부산광역시,동래구,전세,60~85㎡(18~26평),341,38000,0,2018
부산광역시,동래구,전세,85~135㎡(26~40평),36,45550,0,2006
부산광역시,부산진구,월세,135㎡이상(40평~),6,5000,200,2011
부산광역시,부산진구,월세,40~60㎡(12~18평),301,2000,55,2005
부산광역시,부산진구,월세,40㎡미만(~12평),513,500,40,2005
부산광역시,부산진구,월세,60~85㎡(18~26평),254,4000,62,2019
부산광역시,부산진구,월세,85~135㎡(26~40평),17,5000,95,2007
부산광역시,부산진구,전세,135㎡이상(40평~),6,35000,0,1992
부산광역시,부산진구,전세,40~60㎡(12~18평),277,21000,0,2020
부산광역시,부산진구,전세,40㎡미만(~12평),87,15500,0,2021
부산광역시,부산진구,전세,60~85㎡(18~26평),367,27300,0,2019
부산광역시,부산진구,전세,85~135㎡(26~40평),40,34500,0,2007
부산광역시,북구,월세,135㎡이상(40평~),1,7000,180,2012
부산광역시,북구,월세,40~60㎡(12~18평),204,3000,40,2001
부산광역시,북구,월세,40㎡미만(~12평),74,1000,35,2012
부산광역시,북구,월세,60~85㎡(18~26평),138,5319,60,2012
부산광역시,북구,월세,85~135㎡(26~40평),12,5000,80,2003
부산광역시,북구,전세,135㎡이상(40평~),6,44400,0,2002
부산광역시,북구,전세,40~60㎡(12~18평),204,17850,0,2002
부산광역시,북구,전세,40㎡미만(~12평),5,6000,0,1996
부산광역시,북구,전세,60~85㎡(18~26평),169,26500,0,2005
부산광역시,북구,전세,85~135㎡(26~40평),33,42500,0,2007
부산광역시,사상구,월세,135㎡이상(40평~),1,3000,150,1998
부산광역시,사상구,월세,40~60㎡(12~18평),204,2000,36,1993
부산광역시,사상구,월세,40㎡미만(~12평),49,500,40,2016
부산광역시,사상구,월세,60~85㎡(18~26평),65,2500,55,2002
부산광역시,사상구,월세,85~135㎡(26~40평),8,4000,75,1998
부산광역시,사상구,전세,135㎡이상(40평~),1,20000,0,1994
부산광역시,사상구,전세,40~60㎡(12~18평),112,11850,0,1996
부산광역시,사상구,전세,40㎡미만(~12평),7,12600,0,2019
부산광역시,사상구,전세,60~85㎡(18~26평),64,17000,0,2003
부산광역시,사상구,전세,85~135㎡(26~40평),4,23000,0,1997
부산광역시,사하구,월세,135㎡이상(40평~),4,5000,75,1996
부산광역시,사하구,월세,40~60㎡(12~18평),204,1000,40,1996
부산광역시,사하구,월세,40㎡미만(~12평),74,500,40,2017
부산광역시,사하구,월세,60~85㎡(18~26평),155,2000,60,2003
부산광역시,사하구,월세,85~135㎡(26~40평),13,3000,80,1998
부산광역시,사하구,전세,135㎡이상(40평~),6,21000,0,1993
부산광역시,사하구,전세,40~60㎡(12~18평),143,11000,0,1996
부산광역시,사하구,전세,40㎡미만(~12평),28,16450,0,2023
부산광역시,사하구,전세,60~85㎡(18~26평),185,20000,0,2012
부산광역시,사하구,전세,85~135㎡(26~40평),14,30000,0,2005
부산광역시,서구,월세,135㎡이상(40평~),2,7500,325,2022
부산광역시,서구,월세,40~60㎡(12~18평),42,4043,13,2023
부산광역시,서구,월세,40㎡미만(~12평),59,2012,10,2023
부산광역시,서구,월세,60~85㎡(18~26평),56,4000,77,2018
부산광역시,서구,월세,85~135㎡(26~40평),22,5000,165,2022
부산광역시,서구,전세,135㎡이상(40평~),5,44000,0,2001
부산광역시,서구,전세,40~60㎡(12~18평),27,26000,0,2018
부산광역시,서구,전세,40㎡미만(~12평),9,16206,0,2020
부산광역시,서구,전세,60~85㎡(18~26평),64,34500,0,2020
부산광역시,서구,전세,85~135㎡(26~40평),24,46000,0,2022
부산광역시,수영구,월세,135㎡이상(40평~),6,7500,165,2001
부산광역시,수영구,월세,40~60㎡(12~18평),100,2000,60,2013
부산광역시,수영구,월세,40㎡미만(~12평),81,1000,47,2014
부산광역시,수영구,월세,60~85㎡(18~26평),135,5000,85,2014
부산광역시,수영구,월세,85~135㎡(26~40평),37,5000,80,1997
부산광역시,수영구,전세,135㎡이상(40평~),15,39000,0,1991
부산광역시,수영구,전세,40~60㎡(12~18평),78,22000,0,2016
부산광역시,수영구,전세,40㎡미만(~12평),18,14150,0,2019
부산광역시,수영구,전세,60~85㎡(18~26평),213,30000,0,2006
부산광역시,수영구,전세,85~135㎡(26~40평),58,44750,0,2009
부산광역시,연제구,월세,135㎡이상(40평~),4,5000,155,2005
부산광역시,연제구,월세,40~60㎡(12~18평),94,3000,64,2016
부산광역시,연제구,월세,40㎡미만(~12평),99,1000,48,2019
부산광역시,연제구,월세,60~85㎡(18~26평),164,5000,91,2017
부산광역시,연제구,월세,85~135㎡(26~40평),11,18000,110,2015
부산광역시,연제구,전세,135㎡이상(40평~),5,55000,0,2005
부산광역시,연제구,전세,40~60㎡(12~18평),120,26250,0,2023
부산광역시,연제구,전세,40㎡미만(~12평),52,18900,0,2024
부산광역시,연제구,전세,60~85㎡(18~26평),265,36000,0,2018
부산광역시,연제구,전세,85~135㎡(26~40평),23,49000,0,2015
부산광역시,영도구,월세,40~60㎡(12~18평),87,1000,40,1994
부산광역시,영도구,월세,40㎡미만(~12평),9,2000,40,2021
부산광역시,영도구,월세,60~85㎡(18~26평),42,3000,70,2022
부산광역시,영도구,월세,85~135㎡(26~40평),8,4250,52,1994
부산광역시,영도구,전세,135㎡이상(40평~),1,21000,0,1991
부산광역시,영도구,전세,40~60㎡(12~18평),63,8500,0,1994
부산광역시,영도구,전세,40㎡미만(~12평),17,14800,0,2024
부산광역시,영도구,전세,60~85㎡(18~26평),65,27300,0,2022
부산광역시,영도구,전세,85~135㎡(26~40평),3,16000,0,1994
부산광역시,중구,월세,40~60㎡(12~18평),6,7500,41,2017
부산광역시,중구,월세,40㎡미만(~12평),19,500,40,2013
부산광역시,중구,월세,60~85㎡(18~26평),8,4500,37,1990
부산광역시,중구,전세,40~60㎡(12~18평),16,19975,0,2021
부산광역시,중구,전세,40㎡미만(~12평),1,8500,0,2021
부산광역시,중구,전세,60~85㎡(18~26평),5,14850,0,2020
부산광역시,해운대구,월세,135㎡이상(40평~),45,10000,250,2011
부산광역시,해운대구,월세,40~60㎡(12~18평),363,2000,70,1997
부산광역시,해운대구,월세,40㎡미만(~12평),43,1500,30,2014
부산광역시,해운대구,월세,60~85㎡(18~26평),278,3000,114,2005
부산광역시,해운대구,월세,85~135㎡(26~40평),116,5000,172,2010
부산광역시,해운대구,전세,135㎡이상(40평~),39,100000,0,2009
부산광역시,해운대구,전세,40~60㎡(12~18평),372,21000,0,1997
부산광역시,해운대구,전세,40㎡미만(~12평),7,9500,0,2014
부산광역시,해운대구,전세,60~85㎡(18~26평),390,33550,0,2005
부산광역시,해운대구,전세,85~135㎡(26~40평),114,43000,0,2005
서울특별시,강남구,월세,135㎡이상(40평~),112,70000,430,2002
서울특별시,강남구,월세,40~60㎡(12~18평),780,13933,92,2014
서울특별시,강남구,월세,40㎡미만(~12평),461,5000,90,2004
서울특별시,강남구,월세,60~85㎡(18~26평),621,40000,210,2005
서울특별시,강남구,월세,85~135㎡(26~40평),327,60000,260,2004
서울특별시,강남구,전세,135㎡이상(40평~),148,170000,0,1997
서울특별시,강남구,전세,40~60㎡(12~18평),613,58170,0,2014
서울특별시,강남구,전세,40㎡미만(~12평),247,38000,0,1993
서울특별시,강남구,전세,60~85㎡(18~26평),799,81900,0,2005
서울특별시,강남구,전세,85~135㎡(26~40평),389,125000,0,2001
서울특별시,강동구,월세,135㎡이상(40평~),4,50000,115,2005
서울특별시,강동구,월세,40~60㎡(12~18평),585,14558,40,2019
서울특별시,강동구,월세,40㎡미만(~12평),605,5392,23,2020
서울특별시,강동구,월세,60~85㎡(18~26평),404,32000,120,2010
서울특별시,강동구,월세,85~135㎡(26~40평),45,37500,160,2008
서울특별시,강동구,전세,135㎡이상(40평~),11,70000,0,1992
